200.0	5.0	-1736786
250.0	5.0	-1714792
300.0	5.0	-1692098
350.0	5.0	-1669504
400.0	5.0	-1647010
450.0	5.0	-1624216
500.0	5.0	-1601822
550.0	5.0	-1579078
600.0	6.3	-1556734
650.0	6.3	-1533640
700.0	6.3	-1511046
750.0	6.3	-1487852
800.0	6.3	-1464858
850.0	6.3	-1441564
900.0	6.3	-1418170
950.0	6.3	-1394876
1000.0	6.3	-1371582
1050.0	6.3	-1347888
1100.0	6.3	-1324594
